Loot Monitor | Starting Chest Checking
17 77 | C: 0x030303 Ref: 0x488DD8
18 77 | C: 0x030303 Ref: 0x488DD8
19 77 | C: 0x030603 Ref: 0x488DD8
20 77 | C: 0x060a06 Ref: 0x488DD8
1 78 | C: 0x080f08 Ref: 0x488DD8
2 78 | C: 0x1a1713 Ref: 0x488DD8
3 78 | C: 0x17160f Ref: 0x488DD8
4 78 | C: 0x030a06 Ref: 0x488DD8
5 78 | C: 0x030803 Ref: 0x488DD8
6 78 | C: 0x030a06 Ref: 0x488DD8
7 78 | C: 0x030a03 Ref: 0x488DD8
8 78 | C: 0x030803 Ref: 0x488DD8
9 78 | C: 0x030803 Ref: 0x488DD8
10 78 | C: 0x030a06 Ref: 0x488DD8
11 78 | C: 0x030a03 Ref: 0x488DD8
12 78 | C: 0x030803 Ref: 0x488DD8
13 78 | C: 0x030803 Ref: 0x488DD8
14 78 | C: 0x030803 Ref: 0x488DD8
15 78 | C: 0x030603 Ref: 0x488DD8
16 78 | C: 0x030603 Ref: 0x488DD8
17 78 | C: 0x030603 Ref: 0x488DD8
18 78 | C: 0x030803 Ref: 0x488DD8
19 78 | C: 0x030a03 Ref: 0x488DD8
20 78 | C: 0x060803 Ref: 0x488DD8
1 79 | C: 0x1d1913 Ref: 0x488DD8
2 79 | C: 0x19140f Ref: 0x488DD8
3 79 | C: 0x14130e Ref: 0x488DD8
4 79 | C: 0x030806 Ref: 0x488DD8
5 79 | C: 0x030803 Ref: 0x488DD8
6 79 | C: 0x030803 Ref: 0x488DD8
7 79 | C: 0x030803 Ref: 0x488DD8
8 79 | C: 0x030603 Ref: 0x488DD8
9 79 | C: 0x030803 Ref: 0x488DD8
10 79 | C: 0x030803 Ref: 0x488DD8
11 79 | C: 0x030803 Ref: 0x488DD8
12 79 | C: 0x030603 Ref: 0x488DD8
13 79 | C: 0x030603 Ref: 0x488DD8
14 79 | C: 0x030803 Ref: 0x488DD8
15 79 | C: 0x030803 Ref: 0x488DD8
16 79 | C: 0x030603 Ref: 0x488DD8
17 79 | C: 0x030603 Ref: 0x488DD8
18 79 | C: 0x030803 Ref: 0x488DD8
19 79 | C: 0x030a03 Ref: 0x488DD8
20 79 | C: 0x0e0f0a Ref: 0x488DD8
Loot Monitor | Starting Color Compare
1 0 | C: 0x669b86 Ref: 0x488DD8
2 0 | C: 0x669b87 Ref: 0x488DD8
3 0 | C: 0x689e8b Ref: 0x488DD8
4 0 | C: 0x639982 Ref: 0x488DD8
5 0 | C: 0x659984 Ref: 0x488DD8
6 0 | C: 0x639582 Ref: 0x488DD8
7 0 | C: 0x629481 Ref: 0x488DD8
8 0 | C: 0x659987 Ref: 0x488DD8
9 0 | C: 0x669a88 Ref: 0x488DD8
10 0 | C: 0x679c88 Ref: 0x488DD8
11 0 | C: 0x628e85 Ref: 0x488DD8
12 0 | C: 0x618e84 Ref: 0x488DD8
13 0 | C: 0x639088 Ref: 0x488DD8
14 0 | C: 0x649189 Ref: 0x488DD8
15 0 | C: 0x619781 Ref: 0x488DD8
16 0 | C: 0x609782 Ref: 0x488DD8
17 0 | C: 0x629883 Ref: 0x488DD8
18 0 | C: 0x639883 Ref: 0x488DD8
19 0 | C: 0x619682 Ref: 0x488DD8
20 0 | C: 0x639885 Ref: 0x488DD8
1 1 | C: 0x669c8b Ref: 0x488DD8
2 1 | C: 0x6a9d8e Ref: 0x488DD8
3 1 | C: 0x649b88 Ref: 0x488DD8
4 1 | C: 0x649b87 Ref: 0x488DD8
5 1 | C: 0x619781 Ref: 0x488DD8
6 1 | C: 0x629883 Ref: 0x488DD8
7 1 | C: 0x609883 Ref: 0x488DD8
8 1 | C: 0x60967f Ref: 0x488DD8
9 1 | C: 0x5d997f Ref: 0x488DD8
10 1 | C: 0x639982 Ref: 0x488DD8
11 1 | C: 0x669a84 Ref: 0x488DD8
12 1 | C: 0x629884 Ref: 0x488DD8
13 1 | C: 0x66a18c Ref: 0x488DD8
14 1 | C: 0x629d89 Ref: 0x488DD8
15 1 | C: 0x639a86 Ref: 0x488DD8
16 1 | C: 0x619882 Ref: 0x488DD8
17 1 | C: 0x5b8e7b Ref: 0x488DD8
18 1 | C: 0x5a8c77 Ref: 0x488DD8
19 1 | C: 0x5d907b Ref: 0x488DD8
20 1 | C: 0x5f917e Ref: 0x488DD8
1 2 | C: 0x659f8b Ref: 0x488DD8
2 2 | C: 0x639d86 Ref: 0x488DD8
3 2 | C: 0x629b84 Ref: 0x488DD8
4 2 | C: 0x639d85 Ref: 0x488DD8
6 0 | C: 0x1d5153 Ref: 16770251
13 3 | C: 0x629a84 Ref: 0x488DD8
14 3 | C: 0x619883 Ref: 0x488DD8
10 1 | C: 0x2a5a4a Ref: 16770251
7 5 | C: 0x629c85 Ref: 0x488DD8
9 2 | C: 0x26373e Ref: 16770251
2 6 | C: 0x629a7f Ref: 0x488DD8
3 6 | C: 0x649b82 Ref: 0x488DD8
9 3 | C: 0x262b3d Ref: 16770251
15 7 | C: 0x5d917c Ref: 0x488DD8
9 4 | C: 0x19573d Ref: 16770251
18 8 | C: 0x5b8f79 Ref: 0x488DD8
10 4 | C: 0x16573f Ref: 16770251
11 4 | C: 0x285e46 Ref: 16770251
12 4 | C: 0x305f46 Ref: 16770251
10 13 | C: 0x4b6245 Ref: 0x488DD8
22 5 | C: 0x284a46 Ref: 16770251
13 13 | C: 0x4b674a Ref: 0x488DD8
14 13 | C: 0x4c684d Ref: 0x488DD8
19 6 | C: 0x195c45 Ref: 16770251
8 15 | C: 0x5f6b4e Ref: 0x488DD8
18 7 | C: 0x165848 Ref: 16770251
19 15 | C: 0x4b6343 Ref: 0x488DD8
19 7 | C: 0x134d3d Ref: 16770251
4 17 | C: 0x8f9079 Ref: 0x488DD8
15 8 | C: 0x215243 Ref: 16770251
14 18 | C: 0x7d7d60 Ref: 0x488DD8
15 18 | C: 0x777a5f Ref: 0x488DD8
16 18 | C: 0x78826c Ref: 0x488DD8
6 10 | C: 0x273a41 Ref: 16770251
11 20 | C: 0xa09e88 Ref: 0x488DD8
12 20 | C: 0xa3a08b Ref: 0x488DD8
13 20 | C: 0xa2a18b Ref: 0x488DD8
14 20 | C: 0xa2a08b Ref: 0x488DD8
33 12 | C: 0x2b2d47 Ref: 16770251
6 22 | C: 0x97a49a Ref: 0x488DD8
7 22 | C: 0x95a59a Ref: 0x488DD8
13 13 | C: 0x16453c Ref: 16770251
20 23 | C: 0xa5a58e Ref: 0x488DD8
14 14 | C: 0x283e4b Ref: 16770251
15 25 | C: 0xbbb398 Ref: 0x488DD8
16 25 | C: 0xb9b299 Ref: 0x488DD8
17 25 | C: 0xb7af97 Ref: 0x488DD8
16 15 | C: 0x145d43 Ref: 16770251
20 27 | C: 0xb8beb8 Ref: 0x488DD8
6 16 | C: 0x2f344d Ref: 16770251
6 29 | C: 0xc6c9c2 Ref: 0x488DD8
7 29 | C: 0xc4c7c1 Ref: 0x488DD8
4 17 | C: 0x16423b Ref: 16770251
20 30 | C: 0xb8c0ba Ref: 0x488DD8
1 18 | C: 0x143d36 Ref: 16770251
19 31 | C: 0xbabdb1 Ref: 0x488DD8
20 31 | C: 0xbbc0b5 Ref: 0x488DD8
30 18 | C: 0x171923 Ref: 16770251
15 33 | C: 0xbec3b9 Ref: 0x488DD8
29 19 | C: 0x235041 Ref: 16770251
5 35 | C: 0x6b7563 Ref: 0x488DD8
6 35 | C: 0x5a6450 Ref: 0x488DD8
12 20 | C: 0x1a5d4d Ref: 16770251
14 36 | C: 0xabb5b3 Ref: 0x488DD8
25 21 | C: 0x21443e Ref: 16770251
10 37 | C: 0xb2bebb Ref: 0x488DD8
26 21 | C: 0x1d4d3e Ref: 16770251
6 39 | C: 0xa2b5ab Ref: 0x488DD8
26 22 | C: 0x282c3f Ref: 16770251
18 40 | C: 0x5c9284 Ref: 0x488DD8
25 23 | C: 0x1a4c4b Ref: 16770251
9 41 | C: 0x5f9888 Ref: 0x488DD8
26 23 | C: 0x1d5552 Ref: 16770251
6 43 | C: 0xc1beae Ref: 0x488DD8
26 24 | C: 0x215043 Ref: 16770251
1 45 | C: 0xbfc0ad Ref: 0x488DD8
2 45 | C: 0xbabcae Ref: 0x488DD8
24 25 | C: 0x1c4e3c Ref: 16770251
16 46 | C: 0x53a78e Ref: 0x488DD8
22 26 | C: 0x134e43 Ref: 16770251
9 48 | C: 0xacb8b9 Ref: 0x488DD8
10 48 | C: 0xaebabb Ref: 0x488DD8
21 27 | C: 0x13513e Ref: 16770251
2 50 | C: 0x315a7d Ref: 0x488DD8
23 28 | C: 0x1f4b4e Ref: 16770251
17 51 | C: 0x1d2023 Ref: 0x488DD8
18 51 | C: 0x1d2020 Ref: 0x488DD8
21 29 | C: 0x242636 Ref: 16770251
10 53 | C: 0x273045 Ref: 0x488DD8
21 30 | C: 0x20343c Ref: 16770251
1 55 | C: 0x1d3464 Ref: 0x488DD8
22 30 | C: 0x282a3a Ref: 16770251
15 56 | C: 0x192830 Ref: 0x488DD8
17 31 | C: 0x214748 Ref: 16770251
10 58 | C: 0x192736 Ref: 0x488DD8
11 58 | C: 0x1a2a38 Ref: 0x488DD8
12 58 | C: 0x1a2a3a Ref: 0x488DD8
13 58 | C: 0x192734 Ref: 0x488DD8
14 58 | C: 0x172830 Ref: 0x488DD8
15 58 | C: 0x172731 Ref: 0x488DD8
16 58 | C: 0x172731 Ref: 0x488DD8
17 58 | C: 0x162732 Ref: 0x488DD8
18 58 | C: 0x172836 Ref: 0x488DD8
19 58 | C: 0x192837 Ref: 0x488DD8
20 58 | C: 0x192a38 Ref: 0x488DD8
1 59 | C: 0x20376c Ref: 0x488DD8
2 59 | C: 0x203b6f Ref: 0x488DD8
3 59 | C: 0x1d3141 Ref: 0x488DD8
4 59 | C: 0x1d313e Ref: 0x488DD8
5 59 | C: 0x1d313e Ref: 0x488DD8
Loot Monitor | Starting Color Compare
1 0 | C: 0x000000 Ref: 16770252
6 59 | C: 0x1d303f Ref: 0x488DD8
7 59 | C: 0x1d2f3c Ref: 0x488DD8
8 59 | C: 0x1d303e Ref: 0x488DD8
9 59 | C: 0x1d303d Ref: 0x488DD8
10 59 | C: 0x1c2f41 Ref: 0x488DD8
2 0 | C: 0x000000 Ref: 16770252
3 0 | C: 0x000c31 Ref: 16770252
4 0 | C: 0x001128 Ref: 16770252
5 0 | C: 0x001331 Ref: 16770252
11 59 | C: 0x1c2b3c Ref: 0x488DD8
12 59 | C: 0x1c2c3e Ref: 0x488DD8
13 59 | C: 0x1a2a3c Ref: 0x488DD8
14 59 | C: 0x172a3c Ref: 0x488DD8
15 59 | C: 0x172b3e Ref: 0x488DD8
12 0 | C: 0x083b61 Ref: 16770252
13 0 | C: 0x063b64 Ref: 16770252
14 0 | C: 0x003a6d Ref: 16770252
15 0 | C: 0x003a6c Ref: 16770252
16 59 | C: 0x162838 Ref: 0x488DD8
17 59 | C: 0x16263b Ref: 0x488DD8
18 59 | C: 0x17273d Ref: 0x488DD8
19 59 | C: 0x19283c Ref: 0x488DD8
16 0 | C: 0x033a6c Ref: 16770252
17 0 | C: 0x083f67 Ref: 16770252
18 0 | C: 0x033762 Ref: 16770252
19 0 | C: 0x083b65 Ref: 16770252
20 59 | C: 0x192736 Ref: 0x488DD8
1 60 | C: 0x1f3668 Ref: 0x488DD8
2 60 | C: 0x1f376c Ref: 0x488DD8
3 60 | C: 0x1d313e Ref: 0x488DD8
4 60 | C: 0x1a2d37 Ref: 0x488DD8
20 0 | C: 0x083c66 Ref: 16770252
21 0 | C: 0x002f64 Ref: 16770252
22 0 | C: 0x033463 Ref: 16770252
23 0 | C: 0x1f4263 Ref: 16770252
5 60 | C: 0x1a2b32 Ref: 0x488DD8
6 60 | C: 0x1a2c32 Ref: 0x488DD8
7 60 | C: 0x1d2f38 Ref: 0x488DD8
8 60 | C: 0x1d2f38 Ref: 0x488DD8
24 0 | C: 0x0c3a65 Ref: 16770252
25 0 | C: 0x063a66 Ref: 16770252
26 0 | C: 0x034b77 Ref: 16770252
27 0 | C: 0x034877 Ref: 16770252
28 0 | C: 0x06436b Ref: 16770252
9 60 | C: 0x1c3038 Ref: 0x488DD8
10 60 | C: 0x1d313f Ref: 0x488DD8
11 60 | C: 0x1d3242 Ref: 0x488DD8
12 60 | C: 0x1c2f3e Ref: 0x488DD8
32 0 | C: 0x002d61 Ref: 16770252
33 0 | C: 0x064776 Ref: 16770252
34 0 | C: 0x08547f Ref: 16770252
1 1 | C: 0x000000 Ref: 16770252
1 61 | C: 0x1f386b Ref: 0x488DD8
2 61 | C: 0x1f376c Ref: 0x488DD8
3 61 | C: 0x1d3141 Ref: 0x488DD8
4 61 | C: 0x1a2f3e Ref: 0x488DD8
2 1 | C: 0x000000 Ref: 16770252
3 1 | C: 0x000831 Ref: 16770252
4 1 | C: 0x000f2d Ref: 16770252
5 1 | C: 0x001430 Ref: 16770252
6 1 | C: 0x000314 Ref: 16770252
16 62 | C: 0x1a2c38 Ref: 0x488DD8
17 62 | C: 0x1c2d3c Ref: 0x488DD8
18 62 | C: 0x1c2d3c Ref: 0x488DD8
19 62 | C: 0x1c2d3e Ref: 0x488DD8
7 1 | C: 0x00262d Ref: 16770252
8 1 | C: 0x002c3c Ref: 16770252
9 1 | C: 0x00386b Ref: 16770252
10 1 | C: 0x003a6b Ref: 16770252
20 62 | C: 0x1a3144 Ref: 0x488DD8
1 63 | C: 0x173161 Ref: 0x488DD8
2 63 | C: 0x173462 Ref: 0x488DD8
3 63 | C: 0x172a32 Ref: 0x488DD8
4 63 | C: 0x1a2c3a Ref: 0x488DD8
1 2 | C: 0x000000 Ref: 16770252
2 2 | C: 0x000000 Ref: 16770252
3 2 | C: 0x000c34 Ref: 16770252
4 2 | C: 0x000f2a Ref: 16770252
10 63 | C: 0x19323d Ref: 0x488DD8
11 63 | C: 0x1a303a Ref: 0x488DD8
12 63 | C: 0x1a2f3a Ref: 0x488DD8
13 63 | C: 0x1a303a Ref: 0x488DD8
5 2 | C: 0x00162f Ref: 16770252
6 2 | C: 0x000313 Ref: 16770252
7 2 | C: 0x002630 Ref: 16770252
8 2 | C: 0x002c3d Ref: 16770252
9 2 | C: 0x003768 Ref: 16770252
14 63 | C: 0x1a343b Ref: 0x488DD8
15 63 | C: 0x1a343b Ref: 0x488DD8
16 63 | C: 0x1a343c Ref: 0x488DD8
17 63 | C: 0x17343e Ref: 0x488DD8
10 2 | C: 0x003665 Ref: 16770252
11 2 | C: 0x03325f Ref: 16770252
12 2 | C: 0x00346b Ref: 16770252
13 2 | C: 0x063d68 Ref: 16770252
11 64 | C: 0x17323d Ref: 0x488DD8
12 64 | C: 0x19303c Ref: 0x488DD8
13 64 | C: 0x17343d Ref: 0x488DD8
14 64 | C: 0x17353d Ref: 0x488DD8
14 2 | C: 0x00366a Ref: 16770252
15 2 | C: 0x063e6c Ref: 16770252
16 2 | C: 0x083b61 Ref: 16770252
17 2 | C: 0x033864 Ref: 16770252
18 2 | C: 0x0a3c63 Ref: 16770252
1 65 | C: 0x1a3b77 Ref: 0x488DD8
2 65 | C: 0x1c3b77 Ref: 0x488DD8
3 65 | C: 0x1a354a Ref: 0x488DD8
4 65 | C: 0x163242 Ref: 0x488DD8
19 2 | C: 0x003464 Ref: 16770252
20 2 | C: 0x03355f Ref: 16770252
21 2 | C: 0x113f5f Ref: 16770252
22 2 | C: 0x0a3b5d Ref: 16770252
5 65 | C: 0x163645 Ref: 0x488DD8
6 65 | C: 0x163745 Ref: 0x488DD8
7 65 | C: 0x173646 Ref: 0x488DD8
8 65 | C: 0x173443 Ref: 0x488DD8
9 65 | C: 0x16353f Ref: 0x488DD8
29 2 | C: 0x033d64 Ref: 16770252
30 2 | C: 0x002a57 Ref: 16770252
31 2 | C: 0x0a3463 Ref: 16770252
32 2 | C: 0x1f5c79 Ref: 16770252
10 65 | C: 0x16353e Ref: 0x488DD8
11 65 | C: 0x17323d Ref: 0x488DD8
12 65 | C: 0x19303c Ref: 0x488DD8
13 65 | C: 0x19323c Ref: 0x488DD8
33 2 | C: 0x0c4870 Ref: 16770252
34 2 | C: 0x064770 Ref: 16770252
1 3 | C: 0x000003 Ref: 16770252
2 3 | C: 0x000000 Ref: 16770252
3 3 | C: 0x001637 Ref: 16770252
15 66 | C: 0x163542 Ref: 0x488DD8
16 66 | C: 0x143745 Ref: 0x488DD8
17 66 | C: 0x143846 Ref: 0x488DD8
18 66 | C: 0x143644 Ref: 0x488DD8
4 3 | C: 0x000f2b Ref: 16770252
5 3 | C: 0x001330 Ref: 16770252
6 3 | C: 0x000613 Ref: 16770252
7 3 | C: 0x002630 Ref: 16770252
8 3 | C: 0x002c3e Ref: 16770252
12 67 | C: 0x163845 Ref: 0x488DD8
13 67 | C: 0x14353f Ref: 0x488DD8
14 67 | C: 0x133542 Ref: 0x488DD8
15 67 | C: 0x133542 Ref: 0x488DD8
9 3 | C: 0x003460 Ref: 16770252
10 3 | C: 0x06305c Ref: 16770252
11 3 | C: 0x03366b Ref: 16770252
12 3 | C: 0x033a75 Ref: 16770252
16 67 | C: 0x113242 Ref: 0x488DD8
17 67 | C: 0x13323d Ref: 0x488DD8
18 67 | C: 0x13323e Ref: 0x488DD8
19 67 | C: 0x13323f Ref: 0x488DD8
13 3 | C: 0x00326a Ref: 16770252
14 3 | C: 0x08426e Ref: 16770252
15 3 | C: 0x083c6b Ref: 16770252
16 3 | C: 0x033867 Ref: 16770252
17 3 | C: 0x083c65 Ref: 16770252
20 67 | C: 0x133041 Ref: 0x488DD8
1 68 | C: 0x194682 Ref: 0x488DD8
2 68 | C: 0x194582 Ref: 0x488DD8
3 68 | C: 0x163a50 Ref: 0x488DD8
18 3 | C: 0x033b64 Ref: 16770252
19 3 | C: 0x003464 Ref: 16770252
20 3 | C: 0x0e3e5f Ref: 16770252
21 3 | C: 0x0c3c5d Ref: 16770252
22 3 | C: 0x08365c Ref: 16770252
11 68 | C: 0x173a4b Ref: 0x488DD8
12 68 | C: 0x163a47 Ref: 0x488DD8
13 68 | C: 0x143743 Ref: 0x488DD8
14 68 | C: 0x143742 Ref: 0x488DD8
31 3 | C: 0x08416b Ref: 16770252
32 3 | C: 0x0c5072 Ref: 16770252
33 3 | C: 0x0a3c63 Ref: 16770252
34 3 | C: 0x033664 Ref: 16770252
1 4 | C: 0x000000 Ref: 16770252
7 69 | C: 0x163b42 Ref: 0x488DD8
8 69 | C: 0x163b42 Ref: 0x488DD8
9 69 | C: 0x163b42 Ref: 0x488DD8
10 69 | C: 0x143844 Ref: 0x488DD8
5 4 | C: 0x001130 Ref: 16770252
6 4 | C: 0x000313 Ref: 16770252
7 4 | C: 0x00262f Ref: 16770252
8 4 | C: 0x002c3f Ref: 16770252
9 4 | C: 0x003061 Ref: 16770252
10 70 | C: 0x143642 Ref: 0x488DD8
11 70 | C: 0x143641 Ref: 0x488DD8
12 70 | C: 0x143641 Ref: 0x488DD8
13 70 | C: 0x14363f Ref: 0x488DD8
21 4 | C: 0x002651 Ref: 16770252
22 4 | C: 0x002f55 Ref: 16770252
23 4 | C: 0x08446b Ref: 16770252
24 4 | C: 0x085070 Ref: 16770252
25 4 | C: 0x083658 Ref: 16770252
13 71 | C: 0x13343c Ref: 0x488DD8
14 71 | C: 0x13323e Ref: 0x488DD8
15 71 | C: 0x13323a Ref: 0x488DD8
16 71 | C: 0x11313d Ref: 0x488DD8
31 4 | C: 0x083c5b Ref: 16770252
32 4 | C: 0x002a4f Ref: 16770252
33 4 | C: 0x032a55 Ref: 16770252
34 4 | C: 0x08305d Ref: 16770252
17 71 | C: 0x13353f Ref: 0x488DD8
18 71 | C: 0x14343b Ref: 0x488DD8
19 71 | C: 0x14343b Ref: 0x488DD8
20 71 | C: 0x16353e Ref: 0x488DD8
1 72 | C: 0x164680 Ref: 0x488DD8
6 5 | C: 0x000313 Ref: 16770252
7 5 | C: 0x002630 Ref: 16770252
8 5 | C: 0x002d3e Ref: 16770252
9 5 | C: 0x003463 Ref: 16770252
2 72 | C: 0x16467e Ref: 0x488DD8
3 72 | C: 0x163b4e Ref: 0x488DD8
4 72 | C: 0x173d50 Ref: 0x488DD8
5 72 | C: 0x173c4c Ref: 0x488DD8
15 5 | C: 0x003168 Ref: 16770252
16 5 | C: 0x03366c Ref: 16770252
17 5 | C: 0x002d62 Ref: 16770252
18 5 | C: 0x003262 Ref: 16770252
11 72 | C: 0x13353d Ref: 0x488DD8
12 72 | C: 0x133438 Ref: 0x488DD8
13 72 | C: 0x13323d Ref: 0x488DD8
14 72 | C: 0x113443 Ref: 0x488DD8
19 5 | C: 0x083863 Ref: 16770252
20 5 | C: 0x033462 Ref: 16770252
21 5 | C: 0x00315c Ref: 16770252
22 5 | C: 0x0a3b64 Ref: 16770252
23 5 | C: 0x084c75 Ref: 16770252
15 73 | C: 0x11303c Ref: 0x488DD8
16 73 | C: 0x113448 Ref: 0x488DD8
17 73 | C: 0x133646 Ref: 0x488DD8
18 73 | C: 0x133645 Ref: 0x488DD8
27 5 | C: 0x003d64 Ref: 16770252
28 5 | C: 0x003166 Ref: 16770252
29 5 | C: 0x063d68 Ref: 16770252
30 5 | C: 0x0c4564 Ref: 16770252
19 73 | C: 0x133544 Ref: 0x488DD8
20 73 | C: 0x143541 Ref: 0x488DD8
1 74 | C: 0x164b7d Ref: 0x488DD8
2 74 | C: 0x174c7f Ref: 0x488DD8
3 74 | C: 0x163d46 Ref: 0x488DD8
31 5 | C: 0x082c53 Ref: 16770252
32 5 | C: 0x062450 Ref: 16770252
33 5 | C: 0x0c3867 Ref: 16770252
34 5 | C: 0x0a3d6b Ref: 16770252
19 74 | C: 0x113443 Ref: 0x488DD8
20 74 | C: 0x133441 Ref: 0x488DD8
1 75 | C: 0x13447e Ref: 0x488DD8
2 75 | C: 0x144784 Ref: 0x488DD8
3 75 | C: 0x143c52 Ref: 0x488DD8
14 6 | C: 0x002f63 Ref: 16770252
15 6 | C: 0x003268 Ref: 16770252
16 6 | C: 0x03366a Ref: 16770252
17 6 | C: 0x003668 Ref: 16770252
4 75 | C: 0x14384b Ref: 0x488DD8
5 75 | C: 0x133746 Ref: 0x488DD8
6 75 | C: 0x143748 Ref: 0x488DD8
7 75 | C: 0x133a47 Ref: 0x488DD8
18 6 | C: 0x0a4b6c Ref: 16770252
19 6 | C: 0x083b65 Ref: 16770252
20 6 | C: 0x0a3e66 Ref: 16770252
21 6 | C: 0x084e79 Ref: 16770252
22 6 | C: 0x08476f Ref: 16770252
15 75 | C: 0x112837 Ref: 0x488DD8
16 75 | C: 0x112832 Ref: 0x488DD8
17 75 | C: 0x11282c Ref: 0x488DD8
18 75 | C: 0x0f2a30 Ref: 0x488DD8
34 6 | C: 0x00447a Ref: 16770252
1 7 | C: 0x000f24 Ref: 16770252
2 7 | C: 0x000008 Ref: 16770252
3 7 | C: 0x00203f Ref: 16770252
19 75 | C: 0x0f2d3a Ref: 0x488DD8
20 75 | C: 0x0f2c36 Ref: 0x488DD8
1 76 | C: 0x133f7d Ref: 0x488DD8
2 76 | C: 0x114281 Ref: 0x488DD8
3 76 | C: 0x11364a Ref: 0x488DD8
4 7 | C: 0x000619 Ref: 16770252
5 7 | C: 0x000a21 Ref: 16770252
6 7 | C: 0x000617 Ref: 16770252
7 7 | C: 0x002732 Ref: 16770252
7 76 | C: 0x0f3848 Ref: 0x488DD8
8 76 | C: 0x0f3847 Ref: 0x488DD8
9 76 | C: 0x0f3544 Ref: 0x488DD8
10 76 | C: 0x0f2c35 Ref: 0x488DD8
8 7 | C: 0x002d3f Ref: 16770252
9 7 | C: 0x003666 Ref: 16770252
10 7 | C: 0x003663 Ref: 16770252
11 7 | C: 0x03305b Ref: 16770252
4 77 | C: 0x11364b Ref: 0x488DD8
5 77 | C: 0x11364b Ref: 0x488DD8
6 77 | C: 0x0f3445 Ref: 0x488DD8
7 77 | C: 0x0f3241 Ref: 0x488DD8
8 77 | C: 0x0f2d3b Ref: 0x488DD8
13 7 | C: 0x002d62 Ref: 16770252
14 7 | C: 0x003263 Ref: 16770252
15 7 | C: 0x002b65 Ref: 16770252
16 7 | C: 0x003468 Ref: 16770252
13 78 | C: 0x163c53 Ref: 0x488DD8
14 78 | C: 0x143845 Ref: 0x488DD8
15 78 | C: 0x143b45 Ref: 0x488DD8
16 78 | C: 0x14323d Ref: 0x488DD8
17 7 | C: 0x08486d Ref: 16770252
18 7 | C: 0x03436c Ref: 16770252
19 7 | C: 0x063f68 Ref: 16770252
20 7 | C: 0x084e78 Ref: 16770252
21 7 | C: 0x064469 Ref: 16770252
22 7 | C: 0x033661 Ref: 16770252
23 7 | C: 0x08375f Ref: 16770252
24 7 | C: 0x033864 Ref: 16770252
25 7 | C: 0x003260 Ref: 16770252
26 7 | C: 0x003266 Ref: 16770252
27 7 | C: 0x00386d Ref: 16770252
1 0 | C: 0x244d7a Ref: 0x488DD8
2 0 | C: 0x244e7f Ref: 0x488DD8
3 0 | C: 0x244f82 Ref: 0x488DD8
4 0 | C: 0x264c89 Ref: 0x488DD8
28 7 | C: 0x0a4b72 Ref: 16770252
29 7 | C: 0x0a2851 Ref: 16770252
30 7 | C: 0x0a2c5b Ref: 16770252
31 7 | C: 0x0c3c6c Ref: 16770252
12 0 | C: 0x30446e Ref: 0x488DD8
13 0 | C: 0x324168 Ref: 0x488DD8
14 0 | C: 0x343e60 Ref: 0x488DD8
15 0 | C: 0x323e5e Ref: 0x488DD8
32 7 | C: 0x0c4b79 Ref: 16770252
33 7 | C: 0x064a78 Ref: 16770252
34 7 | C: 0x0a4e74 Ref: 16770252
1 8 | C: 0x000f27 Ref: 16770252
2 8 | C: 0x00112d Ref: 16770252
19 0 | C: 0x506261 Ref: 0x488DD8
20 0 | C: 0x526467 Ref: 0x488DD8
1 1 | C: 0x41546c Ref: 0x488DD8
2 1 | C: 0x16283d Ref: 0x488DD8
11 8 | C: 0x062f5b Ref: 16770252
12 8 | C: 0x002b61 Ref: 16770252
13 8 | C: 0x002f62 Ref: 16770252
14 8 | C: 0x003165 Ref: 16770252
15 8 | C: 0x002365 Ref: 16770252
9 1 | C: 0x1f4276 Ref: 0x488DD8
10 1 | C: 0x264672 Ref: 0x488DD8
11 1 | C: 0x274775 Ref: 0x488DD8
12 1 | C: 0x274c7c Ref: 0x488DD8
16 8 | C: 0x003b72 Ref: 16770252
17 8 | C: 0x06476e Ref: 16770252
18 8 | C: 0x06466c Ref: 16770252
19 8 | C: 0x0c5576 Ref: 16770252
13 1 | C: 0x275083 Ref: 0x488DD8
14 1 | C: 0x2a5084 Ref: 0x488DD8
15 1 | C: 0x2b4e79 Ref: 0x488DD8
16 1 | C: 0x2b4d77 Ref: 0x488DD8
17 1 | C: 0x4f635a Ref: 0x488DD8
20 8 | C: 0x08476d Ref: 16770252
21 8 | C: 0x03325d Ref: 16770252
22 8 | C: 0x032c5d Ref: 16770252
23 8 | C: 0x003764 Ref: 16770252
1 2 | C: 0x31455b Ref: 0x488DD8
2 2 | C: 0x162331 Ref: 0x488DD8
3 2 | C: 0x14202d Ref: 0x488DD8
4 2 | C: 0x14202c Ref: 0x488DD8
5 2 | C: 0x141f2b Ref: 0x488DD8
26 8 | C: 0x00316c Ref: 16770252
27 8 | C: 0x033a62 Ref: 16770252
28 8 | C: 0x0a2c58 Ref: 16770252
29 8 | C: 0x0a2f59 Ref: 16770252
6 2 | C: 0x141f2a Ref: 0x488DD8
7 2 | C: 0x141f2a Ref: 0x488DD8
8 2 | C: 0x141f2a Ref: 0x488DD8
9 2 | C: 0x142131 Ref: 0x488DD8
10 2 | C: 0x162435 Ref: 0x488DD8
30 8 | C: 0x0c4174 Ref: 16770252
31 8 | C: 0x0a4572 Ref: 16770252
32 8 | C: 0x064a77 Ref: 16770252
33 8 | C: 0x084d74 Ref: 16770252
